frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,1
0.000110000,66,172.19.0.3,172.19.0.2,,,,,
0.000587000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,2
0.000642000,66,172.19.0.3,172.19.0.2,,,,,
0.003222000,70,172.19.0.3,172.19.0.2,5,,,,1
0.003302000,66,172.19.0.2,172.19.0.3,,,,,
0.003488000,70,172.19.0.3,172.19.0.2,5,,,,2
0.003568000,66,172.19.0.2,172.19.0.3,,,,,
0.004034000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,3
0.004062000,66,172.19.0.3,172.19.0.2,,,,,
0.004565000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,4
0.004594000,66,172.19.0.3,172.19.0.2,,,,,
0.004704000,70,172.19.0.3,172.19.0.2,5,,,,3
0.004932000,66,172.19.0.2,172.19.0.3,,,,,
0.005105000,70,172.19.0.3,172.19.0.2,5,,,,4
0.005184000,66,172.19.0.2,172.19.0.3,,,,,
0.005243000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,5
0.005270000,66,172.19.0.3,172.19.0.2,,,,,
0.005684000,70,172.19.0.3,172.19.0.2,5,,,,5
0.005764000,66,172.19.0.2,172.19.0.3,,,,,
0.005999000,70,172.19.0.2,172.19.0.3,6,,,,1
0.006060000,66,172.19.0.3,172.19.0.2,,,,,
0.006363000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,6
0.006407000,66,172.19.0.3,172.19.0.2,,,,,
0.006701000,76,172.19.0.3,172.19.0.4,3,2,a0,3933,1
0.006868000,66,172.19.0.4,172.19.0.3,,,,,
0.006925000,70,172.19.0.3,172.19.0.2,7,,,,1
0.007013000,76,172.19.0.2,172.19.0.3,3,2,a0,3933,7
0.007053000,66,172.19.0.3,172.19.0.2,,,,,
0.007077000,66,172.19.0.2,172.19.0.3,,,,,
0.007125000,70,172.19.0.3,172.19.0.2,5,,,,6
0.007189000,66,172.19.0.2,172.19.0.3,,,,,
0.007488000,70,172.19.0.3,172.19.0.2,5,,,,7
0.007498000,70,172.19.0.2,172.19.0.3,6,,,,2
0.007557000,66,172.19.0.2,172.19.0.3,,,,,
0.007677000,66,172.19.0.3,172.19.0.2,,,,,
0.007750000,76,172.19.0.3,172.19.0.4,3,2,a0,3933,2
0.007817000,66,172.19.0.4,172.19.0.3,,,,,
