frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,74,172.19.0.7,172.19.0.8,,,,,
0.000092000,74,172.19.0.8,172.19.0.7,,,,,
0.000128000,66,172.19.0.7,172.19.0.8,,,,,
0.000272000,152,172.19.0.7,172.19.0.8,1,,,,
0.000319000,66,172.19.0.8,172.19.0.7,,,,,
0.000625000,70,172.19.0.8,172.19.0.7,2,,,,
0.000650000,66,172.19.0.7,172.19.0.8,,,,,
0.000940000,121,172.19.0.7,172.19.0.8,3,1,$SYS/broker/connection/b6f851f29bfc.b6->b7/state,31,3
0.001056000,66,172.19.0.8,172.19.0.7,,,,,
0.001114000,82,172.19.0.7,172.19.0.8,8,,exmp/temp,,4
0.001163000,66,172.19.0.8,172.19.0.7,,,,,
0.001279000,70,172.19.0.8,172.19.0.7,4,,,,3
0.001302000,66,172.19.0.7,172.19.0.8,,,,,
0.001508000,71,172.19.0.8,172.19.0.7,9,,,,4
0.001543000,66,172.19.0.7,172.19.0.8,,,,,
1.025720000,75,172.19.0.6,172.19.0.7,8,,a0,,4
1.025807000,66,172.19.0.7,172.19.0.6,,,,,
1.026104000,75,172.19.0.6,172.19.0.7,8,,a1,,5
1.026129000,66,172.19.0.7,172.19.0.6,,,,,
1.026336000,75,172.19.0.6,172.19.0.7,8,,a2,,6
1.026368000,66,172.19.0.7,172.19.0.6,,,,,
1.026546000,75,172.19.0.6,172.19.0.7,8,,a3,,7
1.026569000,66,172.19.0.7,172.19.0.6,,,,,
1.026707000,75,172.19.0.6,172.19.0.7,8,,a4,,8
1.026731000,66,172.19.0.7,172.19.0.6,,,,,
1.026866000,75,172.19.0.6,172.19.0.7,8,,a5,,9
1.026889000,66,172.19.0.7,172.19.0.6,,,,,
1.026908000,75,172.19.0.7,172.19.0.8,8,,a0,,5
1.027037000,66,172.19.0.8,172.19.0.7,,,,,
1.027044000,75,172.19.0.6,172.19.0.7,8,,a6,,10
1.027067000,66,172.19.0.7,172.19.0.6,,,,,
1.027099000,71,172.19.0.7,172.19.0.6,9,,,,4
1.027155000,66,172.19.0.6,172.19.0.7,,,,,
1.027211000,75,172.19.0.6,172.19.0.7,8,,a7,,11
1.027239000,66,172.19.0.7,172.19.0.6,,,,,
1.027325000,75,172.19.0.7,172.19.0.8,8,,a1,,6
