frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,82,172.19.0.3,172.19.0.2,8,,exmp/temp,,4
0.000103000,66,172.19.0.2,172.19.0.3,,,,,
0.000265000,71,172.19.0.2,172.19.0.3,9,,,,4
0.207860000,114,172.19.0.3,172.19.0.2,8^8^8,,exmp/temp^exmp/temp^exmp/temp,,5^6^7
0.207950000,66,172.19.0.2,172.19.0.3,,,,,
0.448210000,76,172.19.0.2,172.19.0.3,9^9,,,,6^7
0.448375000,78,172.19.0.3,172.19.0.2,,,,,
0.683523000,71,172.19.0.2,172.19.0.3,,,,,
0.683783000,66,172.19.0.3,172.19.0.2,,,,,
3.420175000,75,172.19.0.3,172.19.0.2,8,,a0,,8
3.420681000,71,172.19.0.2,172.19.0.3,9,,,,8
3.420792000,66,172.19.0.3,172.19.0.2,,,,,
8.268845000,74,172.19.0.9,172.19.0.2,,,,,
8.268914000,74,172.19.0.2,172.19.0.9,,,,,
8.268967000,66,172.19.0.9,172.19.0.2,,,,,
8.268994000,74,172.19.0.9,172.19.0.2,,,,,
8.269053000,74,172.19.0.2,172.19.0.9,,,,,
8.269115000,74,172.19.0.9,172.19.0.2,,,,,
8.269117000,66,172.19.0.9,172.19.0.2,,,,,
8.269130000,103,172.19.0.9,172.19.0.2,1,,,,
8.269177000,74,172.19.0.2,172.19.0.9,,,,,
8.269196000,66,172.19.0.2,172.19.0.9,,,,,
8.269218000,103,172.19.0.9,172.19.0.2,1,,,,
8.269237000,74,172.19.0.9,172.19.0.2,,,,,
8.269260000,66,172.19.0.2,172.19.0.9,,,,,
8.269289000,66,172.19.0.9,172.19.0.2,,,,,
8.269357000,74,172.19.0.2,172.19.0.9,,,,,
8.269425000,66,172.19.0.9,172.19.0.2,,,,,
8.269443000,103,172.19.0.9,172.19.0.2,1,,,,
8.269500000,66,172.19.0.2,172.19.0.9,,,,,
8.269554000,103,172.19.0.9,172.19.0.2,1,,,,
8.269619000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.269635000,66,172.19.0.2,172.19.0.9,,,,,
8.269664000,66,172.19.0.2,172.19.0.9,,,,,
8.269694000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.269751000,66,172.19.0.2,172.19.0.9,,,,,
8.270199000,74,172.19.0.9,172.19.0.2,,,,,
8.270271000,74,172.19.0.2,172.19.0.9,,,,,
8.270292000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.270316000,66,172.19.0.9,172.19.0.2,,,,,
8.270336000,66,172.19.0.2,172.19.0.9,,,,,
8.270418000,103,172.19.0.9,172.19.0.2,1,,,,
8.270435000,70,172.19.0.2,172.19.0.9,2,,,,
8.270466000,66,172.19.0.2,172.19.0.9,,,,,
8.270597000,66,172.19.0.9,172.19.0.2,,,,,
8.270705000,70,172.19.0.2,172.19.0.9,2,,,,
8.270719000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.270761000,66,172.19.0.2,172.19.0.9,,,,,
8.270771000,74,172.19.0.9,172.19.0.2,,,,,
8.270794000,66,172.19.0.9,172.19.0.2,,,,,
8.270868000,74,172.19.0.2,172.19.0.9,,,,,
8.270917000,66,172.19.0.9,172.19.0.2,,,,,
8.270932000,70,172.19.0.2,172.19.0.9,2,,,,
8.271050000,103,172.19.0.9,172.19.0.2,1,,,,
8.271155000,66,172.19.0.9,172.19.0.2,,,,,
8.271158000,66,172.19.0.2,172.19.0.9,,,,,
8.271604000,70,172.19.0.2,172.19.0.9,2,,,,
8.271656000,66,172.19.0.9,172.19.0.2,,,,,
8.271746000,74,172.19.0.9,172.19.0.2,,,,,
8.271854000,74,172.19.0.2,172.19.0.9,,,,,
8.271889000,70,172.19.0.2,172.19.0.9,5,,,,1
8.271897000,66,172.19.0.9,172.19.0.2,,,,,
8.271919000,66,172.19.0.9,172.19.0.2,,,,,
8.272014000,70,172.19.0.2,172.19.0.9,5,,,,1
8.272061000,103,172.19.0.9,172.19.0.2,1,,,,
8.272111000,74,172.19.0.9,172.19.0.2,,,,,
8.272150000,66,172.19.0.9,172.19.0.2,,,,,
8.272157000,66,172.19.0.2,172.19.0.9,,,,,
8.272208000,74,172.19.0.2,172.19.0.9,,,,,
8.272273000,74,172.19.0.9,172.19.0.2,,,,,
8.272301000,66,172.19.0.9,172.19.0.2,,,,,
8.272340000,74,172.19.0.2,172.19.0.9,,,,,
8.272356000,70,172.19.0.2,172.19.0.9,2,,,,
8.272413000,70,172.19.0.2,172.19.0.9,2,,,,
8.272417000,70,172.19.0.9,172.19.0.2,6,,,,1
8.272427000,103,172.19.0.9,172.19.0.2,1,,,,
8.272437000,66,172.19.0.9,172.19.0.2,,,,,
8.272444000,66,172.19.0.9,172.19.0.2,,,,,
8.272455000,66,172.19.0.2,172.19.0.9,,,,,
8.272473000,66,172.19.0.2,172.19.0.9,,,,,
8.272481000,66,172.19.0.9,172.19.0.2,,,,,
8.272530000,70,172.19.0.2,172.19.0.9,2,,,,
8.272554000,103,172.19.0.9,172.19.0.2,1,,,,
8.272559000,66,172.19.0.9,172.19.0.2,,,,,
8.272591000,66,172.19.0.2,172.19.0.9,,,,,
8.272668000,70,172.19.0.2,172.19.0.9,5,,,,1
8.272698000,66,172.19.0.9,172.19.0.2,,,,,
8.272704000,74,172.19.0.9,172.19.0.2,,,,,
8.272754000,74,172.19.0.2,172.19.0.9,,,,,
8.272794000,66,172.19.0.9,172.19.0.2,,,,,
8.272807000,76,172.19.0.2,172.19.0.3,3,2,a0,3133,1
8.272866000,103,172.19.0.9,172.19.0.2,1,,,,
8.272901000,66,172.19.0.2,172.19.0.9,,,,,
8.272918000,66,172.19.0.3,172.19.0.2,,,,,
8.272946000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.272958000,74,172.19.0.9,172.19.0.2,,,,,
8.272986000,66,172.19.0.2,172.19.0.9,,,,,
8.273024000,74,172.19.0.2,172.19.0.9,,,,,
8.273084000,66,172.19.0.9,172.19.0.2,,,,,
8.273132000,70,172.19.0.2,172.19.0.9,2,,,,
8.273164000,70,172.19.0.3,172.19.0.2,5,,,,1
8.273211000,103,172.19.0.9,172.19.0.2,1,,,,
8.273216000,66,172.19.0.9,172.19.0.2,,,,,
8.273300000,66,172.19.0.2,172.19.0.9,,,,,
8.273364000,70,172.19.0.2,172.19.0.9,2,,,,
8.273414000,66,172.19.0.9,172.19.0.2,,,,,
8.273450000,74,172.19.0.9,172.19.0.2,,,,,
8.273507000,74,172.19.0.2,172.19.0.9,,,,,
8.273512000,70,172.19.0.9,172.19.0.2,6,,,,1
8.273552000,66,172.19.0.2,172.19.0.9,,,,,
8.273554000,66,172.19.0.9,172.19.0.2,,,,,
8.273569000,70,172.19.0.2,172.19.0.9,5,,,,1
8.273584000,74,172.19.0.9,172.19.0.2,,,,,
8.273604000,66,172.19.0.9,172.19.0.2,,,,,
8.273631000,70,172.19.0.2,172.19.0.9,2,,,,
8.273635000,103,172.19.0.9,172.19.0.2,1,,,,
8.273648000,74,172.19.0.2,172.19.0.9,,,,,
8.273674000,66,172.19.0.2,172.19.0.9,,,,,
8.273700000,70,172.19.0.9,172.19.0.2,6,,,,1
8.273765000,66,172.19.0.9,172.19.0.2,,,,,
8.273778000,66,172.19.0.9,172.19.0.2,,,,,
8.273844000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.273898000,66,172.19.0.2,172.19.0.9,,,,,
8.273920000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.273921000,70,172.19.0.2,172.19.0.3,6,,,,1
8.273959000,66,172.19.0.2,172.19.0.9,,,,,
8.274025000,70,172.19.0.2,172.19.0.9,2,,,,
8.274036000,70,172.19.0.9,172.19.0.2,6,,,,1
8.274058000,66,172.19.0.9,172.19.0.2,,,,,
8.274074000,66,172.19.0.2,172.19.0.9,,,,,
8.274124000,66,172.19.0.3,172.19.0.2,,,,,
8.274209000,76,172.19.0.2,172.19.0.3,3,2,a0,3133,2
8.274222000,103,172.19.0.9,172.19.0.2,1,,,,
8.274268000,74,172.19.0.9,172.19.0.2,,,,,
8.274297000,66,172.19.0.3,172.19.0.2,,,,,
8.274321000,74,172.19.0.2,172.19.0.9,,,,,
8.274336000,70,172.19.0.3,172.19.0.2,7,,,,1
8.274366000,66,172.19.0.9,172.19.0.2,,,,,
8.274445000,103,172.19.0.9,172.19.0.2,1,,,,
8.274484000,66,172.19.0.2,172.19.0.9,,,,,
8.274536000,76,172.19.0.2,172.19.0.3,3,2,a0,3133,3
8.274647000,74,172.19.0.9,172.19.0.2,,,,,
8.274653000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.274663000,70,172.19.0.3,172.19.0.2,5,,,,2
8.274699000,66,172.19.0.2,172.19.0.9,,,,,
8.274720000,74,172.19.0.2,172.19.0.9,,,,,
8.274744000,74,172.19.0.9,172.19.0.2,,,,,
8.274798000,74,172.19.0.2,172.19.0.9,,,,,
8.274837000,66,172.19.0.9,172.19.0.2,,,,,
8.274843000,66,172.19.0.9,172.19.0.2,,,,,
8.274919000,103,172.19.0.9,172.19.0.2,1,,,,
8.274928000,74,172.19.0.9,172.19.0.2,,,,,
8.274958000,66,172.19.0.2,172.19.0.9,,,,,
8.275008000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.275084000,74,172.19.0.2,172.19.0.9,,,,,
8.275131000,66,172.19.0.2,172.19.0.9,,,,,
8.275143000,74,172.19.0.9,172.19.0.2,,,,,
8.275180000,70,172.19.0.2,172.19.0.9,7,,,,1
8.275231000,74,172.19.0.2,172.19.0.9,,,,,
8.275303000,66,172.19.0.9,172.19.0.2,,,,,
8.275320000,66,172.19.0.9,172.19.0.2,,,,,
8.275342000,66,172.19.0.9,172.19.0.2,,,,,
8.275573000,70,172.19.0.2,172.19.0.9,5,,,,1
8.275619000,103,172.19.0.9,172.19.0.2,1,,,,
8.275638000,74,172.19.0.9,172.19.0.2,,,,,
8.275679000,66,172.19.0.2,172.19.0.9,,,,,
8.275749000,74,172.19.0.2,172.19.0.9,,,,,
8.275811000,66,172.19.0.9,172.19.0.2,,,,,
8.275822000,66,172.19.0.9,172.19.0.2,,,,,
8.275850000,74,172.19.0.9,172.19.0.2,,,,,
8.275873000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.275905000,74,172.19.0.2,172.19.0.9,,,,,
8.275922000,66,172.19.0.2,172.19.0.9,,,,,
8.275928000,103,172.19.0.9,172.19.0.2,1,,,,
8.275977000,66,172.19.0.2,172.19.0.9,,,,,
8.275981000,66,172.19.0.9,172.19.0.2,,,,,
8.276025000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.276044000,103,172.19.0.9,172.19.0.2,1,,,,
8.276061000,103,172.19.0.9,172.19.0.2,1,,,,
8.276091000,66,172.19.0.2,172.19.0.9,,,,,
8.276134000,103,172.19.0.9,172.19.0.2,1,,,,
8.276133000,66,172.19.0.2,172.19.0.9,,,,,
8.276165000,70,172.19.0.2,172.19.0.9,5,,,,1
8.276191000,66,172.19.0.2,172.19.0.9,,,,,
8.276437000,70,172.19.0.2,172.19.0.9,2,,,,
8.276473000,66,172.19.0.9,172.19.0.2,,,,,
8.276504000,66,172.19.0.9,172.19.0.2,,,,,
8.276667000,70,172.19.0.2,172.19.0.9,5,,,,1
8.276796000,66,172.19.0.9,172.19.0.2,,,,,
8.276827000,74,172.19.0.9,172.19.0.2,,,,,
8.276920000,70,172.19.0.9,172.19.0.2,6,,,,1
8.276921000,74,172.19.0.2,172.19.0.9,,,,,
8.276944000,76,172.19.0.2,172.19.0.3,3,2,a0,3133,4
8.276961000,66,172.19.0.2,172.19.0.9,,,,,
8.276983000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
8.277015000,70,172.19.0.2,172.19.0.9,7,,,,1
8.277036000,76,172.19.0.9,172.19.0.2,3,2,a0,3133,1
