frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,74,172.19.0.7,172.19.0.8,,,,,
0.000043000,74,172.19.0.8,172.19.0.7,,,,,
0.000107000,66,172.19.0.7,172.19.0.8,,,,,
0.000221000,152,172.19.0.7,172.19.0.8,1,,,,
0.000242000,66,172.19.0.8,172.19.0.7,,,,,
0.000575000,70,172.19.0.8,172.19.0.7,2,,,,
0.000672000,66,172.19.0.7,172.19.0.8,,,,,
0.000981000,121,172.19.0.7,172.19.0.8,3,1,$SYS/broker/connection/b6f851f29bfc.b6->b7/state,31,2
0.001003000,66,172.19.0.8,172.19.0.7,,,,,
0.001122000,82,172.19.0.7,172.19.0.8,8,,exmp/temp,,3
0.001142000,66,172.19.0.8,172.19.0.7,,,,,
0.001295000,70,172.19.0.8,172.19.0.7,4,,,,2
0.001391000,66,172.19.0.7,172.19.0.8,,,,,
0.001502000,71,172.19.0.8,172.19.0.7,9,,,,3
0.001559000,66,172.19.0.7,172.19.0.8,,,,,
0.644059000,75,172.19.0.7,172.19.0.8,8,,a0,,4
0.644104000,66,172.19.0.8,172.19.0.7,,,,,
0.644410000,71,172.19.0.8,172.19.0.7,9,,,,4
0.644461000,75,172.19.0.7,172.19.0.8,8,,a1,,5
0.644487000,66,172.19.0.8,172.19.0.7,,,,,
0.644602000,66,172.19.0.7,172.19.0.8,,,,,
0.644858000,75,172.19.0.7,172.19.0.8,8,,a2,,6
0.644883000,66,172.19.0.8,172.19.0.7,,,,,
0.645197000,75,172.19.0.7,172.19.0.8,8,,a3,,7
0.645221000,66,172.19.0.8,172.19.0.7,,,,,
0.645300000,71,172.19.0.8,172.19.0.7,9,,,,5
0.645386000,66,172.19.0.7,172.19.0.8,,,,,
0.645516000,71,172.19.0.8,172.19.0.7,9,,,,6
0.645531000,75,172.19.0.7,172.19.0.8,8,,a4,,8
0.645560000,66,172.19.0.8,172.19.0.7,,,,,
0.645573000,66,172.19.0.7,172.19.0.8,,,,,
0.645700000,71,172.19.0.8,172.19.0.7,9,,,,7
0.645759000,66,172.19.0.7,172.19.0.8,,,,,
0.645831000,71,172.19.0.8,172.19.0.7,9,,,,8
0.645887000,66,172.19.0.7,172.19.0.8,,,,,
0.645913000,75,172.19.0.7,172.19.0.8,8,,a5,,9
0.645937000,66,172.19.0.8,172.19.0.7,,,,,
0.646291000,75,172.19.0.7,172.19.0.8,8,,a6,,10
0.646316000,66,172.19.0.8,172.19.0.7,,,,,
0.646579000,75,172.19.0.7,172.19.0.8,8,,a7,,11
0.646611000,66,172.19.0.8,172.19.0.7,,,,,
0.646905000,75,172.19.0.7,172.19.0.8,8,,a8,,12
0.646929000,66,172.19.0.8,172.19.0.7,,,,,
0.647187000,75,172.19.0.7,172.19.0.8,8,,a9,,13
0.647212000,66,172.19.0.8,172.19.0.7,,,,,
0.647442000,75,172.19.0.7,172.19.0.8,8,,b0,,14
0.647741000,66,172.19.0.8,172.19.0.7,,,,,
0.647858000,71,172.19.0.8,172.19.0.7,9,,,,9
0.647934000,75,172.19.0.7,172.19.0.8,8,,b1,,15
0.647988000,66,172.19.0.7,172.19.0.8,,,,,
0.648036000,71,172.19.0.8,172.19.0.7,9,,,,10
0.648136000,75,172.19.0.7,172.19.0.8,8,,b2,,16
0.648236000,71,172.19.0.8,172.19.0.7,9,,,,11
0.648377000,75,172.19.0.7,172.19.0.8,8,,b3,,17
0.648534000,71,172.19.0.8,172.19.0.7,9,,,,12
0.648645000,75,172.19.0.7,172.19.0.8,8,,b4,,18
0.648722000,71,172.19.0.8,172.19.0.7,9,,,,13
0.648905000,75,172.19.0.7,172.19.0.8,8,,b5,,19
0.648961000,71,172.19.0.8,172.19.0.7,9,,,,14
0.649270000,75,172.19.0.7,172.19.0.8,8,,b6,,20
0.649327000,81,172.19.0.8,172.19.0.7,9^9^9,,,,15^16^17
0.649624000,75,172.19.0.7,172.19.0.8,8,,b7,,21
0.649676000,81,172.19.0.8,172.19.0.7,9^9^9,,,,18^19^20
0.649979000,75,172.19.0.7,172.19.0.8,8,,b8,,22
0.650029000,71,172.19.0.8,172.19.0.7,9,,,,21
0.650527000,75,172.19.0.7,172.19.0.8,8,,b9,,23
0.650578000,71,172.19.0.8,172.19.0.7,9,,,,22
0.651092000,75,172.19.0.7,172.19.0.8,8,,c0,,24
0.651165000,71,172.19.0.8,172.19.0.7,9,,,,23
0.651669000,75,172.19.0.7,172.19.0.8,8,,c1,,25
0.651720000,71,172.19.0.8,172.19.0.7,9,,,,24
0.652123000,75,172.19.0.7,172.19.0.8,8,,c2,,26
0.652172000,71,172.19.0.8,172.19.0.7,9,,,,25
0.652741000,75,172.19.0.7,172.19.0.8,8,,c3,,27
0.652794000,71,172.19.0.8,172.19.0.7,9,,,,26
0.653153000,75,172.19.0.7,172.19.0.8,8,,c4,,28
0.653206000,71,172.19.0.8,172.19.0.7,9,,,,27
0.653564000,75,172.19.0.7,172.19.0.8,8,,c5,,29
0.653616000,71,172.19.0.8,172.19.0.7,9,,,,28
0.654004000,75,172.19.0.7,172.19.0.8,8,,c6,,30
0.654055000,71,172.19.0.8,172.19.0.7,9,,,,29
0.654510000,75,172.19.0.7,172.19.0.8,8,,c7,,31
0.654561000,71,172.19.0.8,172.19.0.7,9,,,,30
0.654994000,75,172.19.0.7,172.19.0.8,8,,c8,,32
0.655044000,71,172.19.0.8,172.19.0.7,9,,,,31
0.655646000,75,172.19.0.7,172.19.0.8,8,,c9,,33
0.655759000,71,172.19.0.8,172.19.0.7,9,,,,32
0.656012000,75,172.19.0.7,172.19.0.8,8,,d0,,34
0.656049000,71,172.19.0.8,172.19.0.7,9,,,,33
0.656638000,75,172.19.0.7,172.19.0.8,8,,d1,,35
0.656675000,71,172.19.0.8,172.19.0.7,9,,,,34
0.657305000,75,172.19.0.7,172.19.0.8,8,,d2,,36
0.657342000,71,172.19.0.8,172.19.0.7,9,,,,35
0.658034000,75,172.19.0.7,172.19.0.8,8,,d3,,37
0.658071000,71,172.19.0.8,172.19.0.7,9,,,,36
0.658869000,75,172.19.0.7,172.19.0.8,8,,d4,,38
0.658907000,71,172.19.0.8,172.19.0.7,9,,,,37
0.659664000,75,172.19.0.7,172.19.0.8,8,,d5,,39
0.659886000,71,172.19.0.8,172.19.0.7,9,,,,38
0.660198000,75,172.19.0.7,172.19.0.8,8,,d6,,40
0.660234000,71,172.19.0.8,172.19.0.7,9,,,,39
0.660660000,75,172.19.0.7,172.19.0.8,8,,d7,,41
0.660933000,71,172.19.0.8,172.19.0.7,9,,,,40
